clothing_path,shoe_path,response
../data/clothing2/train/black_blazer/black_blazer161.jpg,../data/shoes/train/ankle_boots/8019685.2939.jpg,0
../data/clothing2/train/black_blazer/black_blazer161.jpg,../data/shoes/train/ankle_boots/8029480.3.jpg,0
../data/clothing2/train/black_blazer/black_blazer161.jpg,../data/shoes/train/ankle_boots/8025654.3.jpg,1
../data/clothing2/train/black_blazer/black_blazer92.jpg,../data/shoes/train/ankle_boots/8052179.307.jpg,0
../data/clothing2/train/black_blazer/black_blazer92.jpg,../data/shoes/train/ankle_boots/8043246.59269.jpg,0
../data/clothing2/train/black_blazer/black_blazer92.jpg,../data/shoes/train/ankle_boots/7486451.687.jpg,0
../data/clothing2/train/black_blazer/black_blazer92.jpg,../data/shoes/train/ankle_boots/8007459.3.jpg,1
../data/clothing2/train/black_blazer/black_blazer92.jpg,../data/shoes/train/ankle_boots/8018485.4854.jpg,0
../data/clothing2/train/black_blazer/black_blazer92.jpg,../data/shoes/train/ankle_boots/7821545.263301.jpg,0
../data/clothing2/train/black_blazer/black_blazer92.jpg,../data/shoes/train/ankle_boots/7976876.695.jpg,0
../data/clothing2/train/black_blazer/black_blazer92.jpg,../data/shoes/train/ankle_boots/8006851.365660.jpg,0
../data/clothing2/train/black_blazer/black_blazer92.jpg,../data/shoes/train/ankle_boots/8034030.36888.jpg,0
../data/clothing2/train/black_blazer/black_blazer92.jpg,../data/shoes/train/ankle_boots/8059894.38060.jpg,0
../data/clothing2/train/black_blazer/black_blazer92.jpg,../data/shoes/train/ankle_boots/8042961.376869.jpg,1
../data/clothing2/train/black_blazer/black_blazer92.jpg,../data/shoes/train/ankle_boots/7179847.31429.jpg,0
../data/clothing2/train/black_blazer/black_blazer92.jpg,../data/shoes/train/ankle_boots/8023959.72.jpg,1
../data/clothing2/train/black_blazer/black_blazer45.jpg,../data/shoes/train/ankle_boots/7979765.357025.jpg,0
../data/clothing2/train/black_blazer/black_blazer45.jpg,../data/shoes/train/ankle_boots/7871195.3.jpg,1
../data/clothing2/train/black_blazer/black_blazer45.jpg,../data/shoes/train/ankle_boots/7871195.3.jpg,1
../data/clothing2/train/black_blazer/black_blazer44.jpg,../data/shoes/train/ankle_boots/7583076.72.jpg,1
../data/clothing2/train/black_blazer/black_blazer78.jpg,../data/shoes/train/ankle_boots/101192.665.jpg,0
../data/clothing2/train/black_blazer/black_blazer78.jpg,../data/shoes/train/ankle_boots/7982816.529.jpg,0
../data/clothing2/train/black_blazer/black_blazer78.jpg,../data/shoes/test/ankle_boots/8024627.3.jpg,1
../data/clothing2/train/black_blazer/black_blazer93.jpg,../data/shoes/train/ankle_boots/7990877.1942.jpg,0
../data/clothing2/train/black_blazer/black_blazer93.jpg,../data/shoes/test/ankle_boots/8007188.72.jpg,1
../data/clothing2/train/black_blazer/black_blazer87.jpg,../data/shoes/train/ankle_boots/8052197.6.jpg,0
../data/clothing2/train/black_blazer/black_blazer87.jpg,../data/shoes/train/ankle_boots/8013764.8138.jpg,0
../data/clothing2/train/black_blazer/black_blazer87.jpg,../data/shoes/train/ankle_boots/8013870.652.jpg,0
../data/clothing2/train/black_blazer/black_blazer87.jpg,../data/shoes/validate/ankle_boots/8081028.72.jpg,1
../data/clothing2/train/black_blazer/black_blazer160.jpg,../data/shoes/train/ankle_boots/7739186.197.jpg,0
../data/clothing2/train/black_blazer/black_blazer160.jpg,../data/shoes/train/ankle_boots/8106264.20.jpg,0
../data/clothing2/train/black_blazer/black_blazer160.jpg,../data/shoes/test/ankle_boots/7784991.286494.jpg,0
../data/clothing2/train/black_blazer/black_blazer160.jpg,../data/shoes/test/ankle_boots/7560429.216.jpg,0
../data/clothing2/train/black_blazer/black_blazer160.jpg,../data/shoes/train/ankle_boots/8013179.2957.jpg,0
../data/clothing2/train/black_blazer/black_blazer160.jpg,../data/shoes/test/ankle_boots/7993776.72.jpg,1
../data/clothing2/train/black_blazer/black_blazer174.jpg,../data/shoes/train/ankle_boots/7179847.31429.jpg,0
../data/clothing2/train/black_blazer/black_blazer174.jpg,../data/shoes/train/ankle_boots/8048191.859.jpg,0
../data/clothing2/train/black_blazer/black_blazer174.jpg,../data/shoes/train/ankle_boots/8058455.72.jpg,1
../data/clothing2/train/black_blazer/black_blazer148.jpg,../data/shoes/train/ankle_boots/7867207.3.jpg,1
../data/clothing2/train/black_blazer/black_blazer170.jpg,../data/shoes/train/ankle_boots/7841184.106.jpg,1
../data/clothing2/train/black_blazer/black_blazer164.jpg,../data/shoes/train/ankle_boots/8009393.366190.jpg,0
../data/clothing2/train/black_blazer/black_blazer164.jpg,../data/shoes/train/ankle_boots/7973229.7357.jpg,1
../data/clothing2/train/black_blazer/black_blazer158.jpg,../data/shoes/train/ankle_boots/8044015.423.jpg,0
../data/clothing2/train/black_blazer/black_blazer158.jpg,../data/shoes/train/ankle_boots/8020580.6.jpg,0
../data/clothing2/train/black_blazer/black_blazer158.jpg,../data/shoes/train/ankle_boots/7842900.3.jpg,1
../data/clothing2/train/black_blazer/black_blazer83.jpg,../data/shoes/train/ankle_boots/8032731.310.jpg,0
../data/clothing2/train/black_blazer/black_blazer83.jpg,../data/shoes/validate/ankle_boots/7797608.357862.jpg,0
../data/clothing2/train/black_blazer/black_blazer83.jpg,../data/shoes/train/ankle_boots/7867350.315772.jpg,0
../data/clothing2/train/black_blazer/black_blazer83.jpg,../data/shoes/train/ankle_boots/8010517.106.jpg,1
../data/clothing2/train/black_blazer/black_blazer97.jpg,../data/shoes/train/ankle_boots/8051444.307.jpg,0
../data/clothing2/train/black_blazer/black_blazer97.jpg,../data/shoes/train/ankle_boots/8027080.3.jpg,1
../data/clothing2/train/black_blazer/black_blazer40.jpg,../data/shoes/train/ankle_boots/8048274.2752.jpg,0
../data/clothing2/train/black_blazer/black_blazer40.jpg,../data/shoes/train/ankle_boots/8076012.3.jpg,0
../data/clothing2/train/black_blazer/black_blazer40.jpg,../data/shoes/validate/ankle_boots/8081520.400.jpg,0
../data/clothing2/train/black_blazer/black_blazer40.jpg,../data/shoes/train/ankle_boots/7426427.691.jpg,0
../data/clothing2/train/black_blazer/black_blazer40.jpg,../data/shoes/validate/ankle_boots/8045561.3.jpg,0
../data/clothing2/train/black_blazer/black_blazer40.jpg,../data/shoes/train/ankle_boots/7739186.197.jpg,0
../data/clothing2/train/black_blazer/black_blazer40.jpg,../data/shoes/train/ankle_boots/8051913.328.jpg,0
../data/clothing2/train/black_blazer/black_blazer40.jpg,../data/shoes/train/ankle_boots/8041707.4045.jpg,0
../data/clothing2/train/black_blazer/black_blazer40.jpg,../data/shoes/train/ankle_boots/7833205.305521.jpg,1
../data/clothing2/train/black_blazer/black_blazer54.jpg,../data/shoes/train/ankle_boots/7842900.22254.jpg,0
../data/clothing2/train/black_blazer/black_blazer54.jpg,../data/shoes/train/ankle_boots/7836624.248451.jpg,1
../data/clothing2/train/black_blazer/black_blazer68.jpg,../data/shoes/train/ankle_boots/8080609.392738.jpg,0
../data/clothing2/train/black_blazer/black_blazer68.jpg,../data/shoes/train/ankle_boots/8108378.39769.jpg,0
../data/clothing2/train/black_blazer/black_blazer68.jpg,../data/shoes/train/ankle_boots/8010502.106.jpg,1
../data/clothing2/train/black_blazer/black_blazer69.jpg,../data/shoes/validate/ankle_boots/8024581.401.jpg,0
../data/clothing2/train/black_blazer/black_blazer69.jpg,../data/shoes/train/ankle_boots/8041014.6.jpg,0
../data/clothing2/train/black_blazer/black_blazer69.jpg,../data/shoes/train/ankle_boots/8062391.6.jpg,0
../data/clothing2/train/black_blazer/black_blazer69.jpg,../data/shoes/train/ankle_boots/8012710.20.jpg,0
../data/clothing2/train/black_blazer/black_blazer69.jpg,../data/shoes/train/ankle_boots/8023889.47776.jpg,0
../data/clothing2/train/black_blazer/black_blazer69.jpg,../data/shoes/train/ankle_boots/7902893.325029.jpg,0
../data/clothing2/train/black_blazer/black_blazer69.jpg,../data/shoes/train/ankle_boots/8030025.115447.jpg,0
../data/clothing2/train/black_blazer/black_blazer69.jpg,../data/shoes/test/ankle_boots/8021430.47502.jpg,1
../data/clothing2/train/black_blazer/black_blazer82.jpg,../data/shoes/train/ankle_boots/7984353.72.jpg,1
../data/clothing2/train/black_blazer/black_blazer159.jpg,../data/shoes/train/ankle_boots/7991470.4706.jpg,0
../data/clothing2/train/black_blazer/black_blazer159.jpg,../data/shoes/test/ankle_boots/8002934.364690.jpg,0
../data/clothing2/train/black_blazer/black_blazer159.jpg,../data/shoes/validate/ankle_boots/8092283.401.jpg,0
../data/clothing2/train/black_blazer/black_blazer159.jpg,../data/shoes/train/ankle_boots/7979766.72.jpg,1
../data/clothing2/train/black_blazer/black_blazer165.jpg,../data/shoes/train/ankle_boots/8051973.2529.jpg,0
../data/clothing2/train/black_blazer/black_blazer165.jpg,../data/shoes/train/ankle_boots/7493933.696.jpg,0
../data/clothing2/train/black_blazer/black_blazer165.jpg,../data/shoes/train/ankle_boots/7341113.289847.jpg,0
../data/clothing2/train/black_blazer/black_blazer165.jpg,../data/shoes/test/ankle_boots/7560429.72.jpg,1
../data/clothing2/train/black_blazer/black_blazer171.jpg,../data/shoes/train/ankle_boots/8023070.255044.jpg,0
../data/clothing2/train/black_blazer/black_blazer171.jpg,../data/shoes/validate/ankle_boots/8026502.371854.jpg,0
../data/clothing2/train/black_blazer/black_blazer171.jpg,../data/shoes/train/ankle_boots/7324204.278.jpg,0
../data/clothing2/train/black_blazer/black_blazer171.jpg,../data/shoes/train/ankle_boots/8027028.3.jpg,1
../data/clothing2/train/black_blazer/black_blazer167.jpg,../data/shoes/train/ankle_boots/7201307.22254.jpg,0
../data/clothing2/train/black_blazer/black_blazer167.jpg,../data/shoes/train/ankle_boots/7201307.22254.jpg,0
../data/clothing2/train/black_blazer/black_blazer167.jpg,../data/shoes/validate/ankle_boots/8071382.3.jpg,1
../data/clothing2/train/black_blazer/black_blazer173.jpg,../data/shoes/train/ankle_boots/8073191.4464.jpg,1
../data/clothing2/train/black_blazer/black_blazer94.jpg,../data/shoes/test/ankle_boots/8020677.222.jpg,0
../data/clothing2/train/black_blazer/black_blazer94.jpg,../data/shoes/train/ankle_boots/8096680.3.jpg,1
../data/clothing2/train/black_blazer/black_blazer80.jpg,../data/shoes/train/ankle_boots/8010519.3.jpg,1
../data/clothing2/train/black_blazer/black_blazer57.jpg,../data/shoes/train/ankle_boots/7201307.621.jpg,0
../data/clothing2/train/black_blazer/black_blazer57.jpg,../data/shoes/test/ankle_boots/8018108.6.jpg,0
../data/clothing2/train/black_blazer/black_blazer57.jpg,../data/shoes/train/ankle_boots/7809808.105672.jpg,0
../data/clothing2/train/black_blazer/black_blazer57.jpg,../data/shoes/train/ankle_boots/7811276.12270.jpg,0
../data/clothing2/train/black_blazer/black_blazer57.jpg,../data/shoes/train/ankle_boots/7993572.106.jpg,1
../data/clothing2/train/black_blazer/black_blazer42.jpg,../data/shoes/train/ankle_boots/8012710.3.jpg,1
../data/clothing2/train/black_blazer/black_blazer56.jpg,../data/shoes/train/ankle_boots/8096703.3.jpg,0
../data/clothing2/train/black_blazer/black_blazer56.jpg,../data/shoes/train/ankle_boots/8020673.131951.jpg,0
../data/clothing2/train/black_blazer/black_blazer56.jpg,../data/shoes/train/ankle_boots/7993377.3.jpg,1
../data/clothing2/train/black_blazer/black_blazer81.jpg,../data/shoes/train/ankle_boots/7989912.9450.jpg,0
../data/clothing2/train/black_blazer/black_blazer81.jpg,../data/shoes/train/ankle_boots/7834992.537.jpg,0
../data/clothing2/train/black_blazer/black_blazer81.jpg,../data/shoes/train/ankle_boots/7563150.207019.jpg,1
../data/clothing2/train/black_blazer/black_blazer95.jpg,../data/shoes/train/ankle_boots/7947420.1758.jpg,0
../data/clothing2/train/black_blazer/black_blazer95.jpg,../data/shoes/validate/ankle_boots/8043424.3.jpg,1
../data/clothing2/train/black_blazer/black_blazer172.jpg,../data/shoes/test/ankle_boots/7560429.255.jpg,0
../data/clothing2/train/black_blazer/black_blazer172.jpg,../data/shoes/train/ankle_boots/7829926.87093.jpg,1
../data/clothing2/train/black_blazer/black_blazer166.jpg,../data/shoes/train/ankle_boots/8092279.1871.jpg,0
../data/clothing2/train/black_blazer/black_blazer166.jpg,../data/shoes/train/ankle_boots/8042727.3.jpg,0
../data/clothing2/train/black_blazer/black_blazer166.jpg,../data/shoes/train/ankle_boots/8015999.368360.jpg,1
../data/clothing2/train/black_blazer/black_blazer3.jpg,../data/shoes/train/ankle_boots/8010750.325.jpg,0
../data/clothing2/train/black_blazer/black_blazer3.jpg,../data/shoes/train/ankle_boots/8059293.216.jpg,0
../data/clothing2/train/black_blazer/black_blazer3.jpg,../data/shoes/train/ankle_boots/8055276.3.jpg,1
../data/clothing2/train/black_blazer/black_blazer129.jpg,../data/shoes/train/ankle_boots/8026530.360962.jpg,0
../data/clothing2/train/black_blazer/black_blazer129.jpg,../data/shoes/train/ankle_boots/8051045.1084.jpg,0
../data/clothing2/train/black_blazer/black_blazer129.jpg,../data/shoes/train/ankle_boots/8053773.3091.jpg,0
../data/clothing2/train/black_blazer/black_blazer129.jpg,../data/shoes/train/ankle_boots/8012966.367178.jpg,0
../data/clothing2/train/black_blazer/black_blazer129.jpg,../data/shoes/train/ankle_boots/7867355.27877.jpg,0
../data/clothing2/train/black_blazer/black_blazer129.jpg,../data/shoes/train/ankle_boots/8002091.822.jpg,0
../data/clothing2/train/black_blazer/black_blazer129.jpg,../data/shoes/train/ankle_boots/8017291.368860.jpg,1
../data/clothing2/train/black_blazer/black_blazer101.jpg,../data/shoes/train/ankle_boots/8032937.11.jpg,0
../data/clothing2/train/black_blazer/black_blazer101.jpg,../data/shoes/train/ankle_boots/8004842.365273.jpg,0
../data/clothing2/train/black_blazer/black_blazer101.jpg,../data/shoes/validate/ankle_boots/8008036.385.jpg,0
../data/clothing2/train/black_blazer/black_blazer101.jpg,../data/shoes/train/ankle_boots/8034346.325.jpg,0
../data/clothing2/train/black_blazer/black_blazer101.jpg,../data/shoes/train/ankle_boots/7345977.106.jpg,1
../data/clothing2/train/black_blazer/black_blazer115.jpg,../data/shoes/validate/ankle_boots/7431153.2529.jpg,1
../data/clothing2/train/black_blazer/black_blazer25.jpg,../data/shoes/train/ankle_boots/7995582.184651.jpg,0
../data/clothing2/train/black_blazer/black_blazer25.jpg,../data/shoes/train/ankle_boots/8014991.607.jpg,0
../data/clothing2/train/black_blazer/black_blazer25.jpg,../data/shoes/train/ankle_boots/8010730.3.jpg,1
../data/clothing2/train/black_blazer/black_blazer30.jpg,../data/shoes/train/ankle_boots/8007151.4972.jpg,0
../data/clothing2/train/black_blazer/black_blazer30.jpg,../data/shoes/train/ankle_boots/8025247.343.jpg,0
../data/clothing2/train/black_blazer/black_blazer30.jpg,../data/shoes/train/ankle_boots/8010769.9800.jpg,0
../data/clothing2/train/black_blazer/black_blazer30.jpg,../data/shoes/train/ankle_boots/7337600.23246.jpg,1
../data/clothing2/train/black_blazer/black_blazer18.jpg,../data/shoes/validate/ankle_boots/8009411.359.jpg,0
../data/clothing2/train/black_blazer/black_blazer18.jpg,../data/shoes/validate/ankle_boots/8016987.303398.jpg,1
../data/clothing2/train/black_blazer/black_blazer114.jpg,../data/shoes/train/ankle_boots/7995582.7883.jpg,0
../data/clothing2/train/black_blazer/black_blazer114.jpg,../data/shoes/test/ankle_boots/7664601.341.jpg,0
../data/clothing2/train/black_blazer/black_blazer114.jpg,../data/shoes/train/ankle_boots/7576245.372856.jpg,0
../data/clothing2/train/black_blazer/black_blazer114.jpg,../data/shoes/train/ankle_boots/8019986.6.jpg,1
../data/clothing2/train/black_blazer/black_blazer100.jpg,../data/shoes/train/ankle_boots/7341113.289843.jpg,0
../data/clothing2/train/black_blazer/black_blazer100.jpg,../data/shoes/train/ankle_boots/7543785.384063.jpg,0
../data/clothing2/train/black_blazer/black_blazer100.jpg,../data/shoes/train/ankle_boots/7784994.286495.jpg,0
../data/clothing2/train/black_blazer/black_blazer100.jpg,../data/shoes/validate/ankle_boots/7843317.307257.jpg,0
../data/clothing2/train/black_blazer/black_blazer100.jpg,../data/shoes/train/ankle_boots/8035535.374812.jpg,0
../data/clothing2/train/black_blazer/black_blazer100.jpg,../data/shoes/train/ankle_boots/7550037.3921.jpg,0
../data/clothing2/train/black_blazer/black_blazer100.jpg,../data/shoes/test/ankle_boots/8044078.401.jpg,0
../data/clothing2/train/black_blazer/black_blazer100.jpg,../data/shoes/train/ankle_boots/8020609.3.jpg,1
../data/clothing2/train/black_blazer/black_blazer100.jpg,../data/shoes/train/ankle_boots/8020609.3.jpg,1
../data/clothing2/train/black_blazer/black_blazer128.jpg,../data/shoes/train/ankle_boots/8024874.3008.jpg,1
../data/clothing2/train/black_blazer/black_blazer2.jpg,../data/shoes/train/ankle_boots/8000837.28970.jpg,0
../data/clothing2/train/black_blazer/black_blazer2.jpg,../data/shoes/train/ankle_boots/8000837.28970.jpg,0
../data/clothing2/train/black_blazer/black_blazer2.jpg,../data/shoes/train/ankle_boots/8010945.366660.jpg,1
../data/clothing2/train/black_blazer/black_blazer0.jpg,../data/shoes/train/ankle_boots/8030447.72.jpg,1
../data/clothing2/train/black_blazer/black_blazer102.jpg,../data/shoes/test/ankle_boots/7822249.106.jpg,1
../data/clothing2/train/black_blazer/black_blazer26.jpg,../data/shoes/train/ankle_boots/8024379.3.jpg,1
../data/clothing2/train/black_blazer/black_blazer33.jpg,../data/shoes/train/ankle_boots/8108378.20.jpg,0
../data/clothing2/train/black_blazer/black_blazer33.jpg,../data/shoes/train/ankle_boots/8024379.3.jpg,1
../data/clothing2/train/black_blazer/black_blazer27.jpg,../data/shoes/train/ankle_boots/8008165.9509.jpg,1
../data/clothing2/train/black_blazer/black_blazer103.jpg,../data/shoes/train/ankle_boots/7999090.290753.jpg,0
../data/clothing2/train/black_blazer/black_blazer103.jpg,../data/shoes/validate/ankle_boots/7999182.311168.jpg,0
../data/clothing2/train/black_blazer/black_blazer103.jpg,../data/shoes/train/ankle_boots/7950358.18455.jpg,0
../data/clothing2/train/black_blazer/black_blazer103.jpg,../data/shoes/train/ankle_boots/8044722.377508.jpg,0
../data/clothing2/train/black_blazer/black_blazer103.jpg,../data/shoes/train/ankle_boots/8025723.3897.jpg,1
../data/clothing2/train/black_blazer/black_blazer117.jpg,../data/shoes/validate/ankle_boots/8020585.6.jpg,0
